epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
161,8170.43,1.40408,0.92716,1.11047,0.89422,0.77494,0.86521,0.46583,1.60686,0.94774,1.13856,0.006832,0.006832,0.006832
162,8221.45,1.38513,0.94063,1.09984,0.89374,0.75833,0.86974,0.45277,1.58466,0.87476,1.14637,0.0068122,0.0068122,0.0068122
163,8272.5,1.43404,0.9435,1.11822,0.87429,0.8,0.86879,0.48289,1.52012,1.05962,1.12731,0.0067924,0.0067924,0.0067924
164,8323.54,1.40547,0.91612,1.10912,0.86746,0.76357,0.86524,0.48075,1.52667,0.83564,1.14002,0.0067726,0.0067726,0.0067726
165,8374.58,1.41063,0.94959,1.10967,0.86996,0.78053,0.86049,0.46839,1.55485,0.87545,1.13402,0.0067528,0.0067528,0.0067528
166,8425.59,1.39376,0.89468,1.08847,0.87947,0.75,0.84837,0.46183,1.55834,0.84803,1.16829,0.006733,0.006733,0.006733
167,8476.65,1.43946,0.94211,1.11112,0.87336,0.78333,0.8725,0.45919,1.56659,0.87944,1.14865,0.0067132,0.0067132,0.0067132
168,8527.66,1.39278,0.88007,1.08447,0.86067,0.80833,0.86677,0.46286,1.60875,0.94981,1.16386,0.0066934,0.0066934,0.0066934
169,8578.63,1.40695,0.88265,1.10816,0.87712,0.78333,0.83774,0.45497,1.59552,0.91505,1.13546,0.0066736,0.0066736,0.0066736
170,8629.66,1.45255,0.97368,1.10896,0.87084,0.78333,0.83962,0.43592,1.6336,1.17743,1.16449,0.0066538,0.0066538,0.0066538
171,8680.74,1.41653,0.89967,1.12945,0.87674,0.81667,0.86999,0.45977,1.60783,0.91663,1.16621,0.006634,0.006634,0.006634
172,8731.76,1.41477,0.90488,1.11975,0.907,0.78333,0.87465,0.46946,1.58268,0.86027,1.18039,0.0066142,0.0066142,0.0066142
173,8782.81,1.41088,0.90126,1.13068,0.88623,0.77897,0.85494,0.45558,1.56473,0.91241,1.18478,0.0065944,0.0065944,0.0065944
174,8833.86,1.3709,0.89158,1.0949,0.85642,0.8,0.86049,0.44978,1.63014,1.0928,1.1569,0.0065746,0.0065746,0.0065746
175,8884.91,1.37357,0.89232,1.09664,0.90688,0.81164,0.87408,0.46038,1.60587,0.92422,1.14627,0.0065548,0.0065548,0.0065548
176,8935.91,1.37987,0.88687,1.08535,0.88896,0.78333,0.86321,0.45816,1.57819,1.03727,1.13391,0.006535,0.006535,0.006535
177,8986.91,1.34657,0.88357,1.07812,0.84577,0.77688,0.85385,0.45119,1.56985,1.00585,1.15213,0.0065152,0.0065152,0.0065152
178,9037.89,1.32896,0.85305,1.07612,0.88304,0.80833,0.85886,0.44761,1.59016,0.96301,1.16092,0.0064954,0.0064954,0.0064954
